Name;Code;Assortment;Color;Article;Description;tech;cylinder sizes;Brands;Completeness;Product group;Nomenclature group;Designation;Country;Mounting type;Type of mechanism;Cylinder type;B2B website page;Price;Currency;Unit
Mottura Art. 85971S28N Замок 4-риг c защ., под цилиндр, под тяги;5142;в наличии;Никель матовый;85971S;"<p><strong></strong><strong>Замок для вхідних дверей Mottura 85971S28N із засувкою 4-ригеля.</strong></p>

<p>Італійська фабрика Mottura за правом займає одну з провідних позицій серед виробників систем безпечності, застосовуючи новітні технології з використанням якісних матеріалів.</p>

<p>Модель замка серії виготовлена з високоякісної сталі, що підвищує його міцність, надійність та довговічність. Замок представляє собою одно системний запірний механізм під циліндр. Має врізний принцип кріплення та призначений для встановлення на вхідні двері. Даний тип належить до замків з трьома точками закривання, круглими ригелями діаметром 18 мм.</p>

<p>Характеристики:</p>

<ul> 

<li>Ширина - 140;</li> 

<li>Висота - 35;</li> 

<li>Глибина - 357.</li> 

</ul>

<p>Для підвищення рівня безпеки та зломостійкості рекомендовано додатково використовувати броньовані накладки.</p>";;;Mottura;Замок;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/426;56,000;EUR;шт
Mottura Art. 85971S28Q Замок 4-риг c защ., под цилиндр, под тяги;26989;Заказной;Оцинкованный;85971S28Q;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/10058;66,900;EUR;шт
Mottura Art. 85971S28T Замок 4-риг c защ., под цилиндр, под тяги;10292;в наличии;Никель матовый;85971S28T;"<p style=""text-align: justify;""><strong>Замок для вхідних дверей Mottura 85971S28T</strong> - це 4-х врізний ригельний замок для броньованих дверей під євроциліндр з випусками під тяги і реверсивною засувкою. Корпус і кришка виконані зі сталі. Реверсивна заскочка з нікельованої сталі діаметром 20 мм Засув: чотири сталевих ригеля діаметром 18 мм Виліт ригеля - 40 мм., за 4-ри півоберту. 2 ригеля вертикального замикання, виліт 20 мм. Хід тяг 20 мм. Видалення ключового отвору і фалевою ручки (Backset) 63 мм Замок може бути правого і лівого виконання, дана модель лівостороння.</p> <p></p> <p> <strong>Опис:</strong> Врізний замок. Видалення ключового отвору: 63 мм<br /> Хід ригелів: 40 мм., за 4-ри півоберту.<br /> 5 ключів.<br /> Корпус: 206 х 136 х 30,5 мм.</p> <p></p> <p></p> <p style=""text-align: justify;""><strong>Поради по догляду.</strong> Щоб уникнути поломки або заклинювання дверного замка за ним потрібно правильно доглядати, адже в ньому може скупчуватися пил і бруд. Тому замки на дверях квартири потрібно змащувати щонайменше один раз на рік, а у разі підвищеного навантаження і до 4-х. Найбільш рекомендовано в цьому випадку використовувати засоби по догляду за замками від виробника, які будуть спеціально призначені саме для даного типу замка.</p> <p></p> <p style=""text-align: justify;""><strong>Замки для вхідних дверей Mottura</strong> - це надійні і якісні італійські замки, перевірені часом і позитивно зарекомендували себе серед професіоналів і споживачів.</p> <h2 class=""post_title""><a href=""http://dom-market.com/articles/?slug=Mottura"" style=""font-size:20px;"">Фабрика Mottura</a></h2>";Замок врезной (цилиндровый) Mottura модель 85.971 для бронированных дверей.  2-х оборотный - защелка даметром 20 мм (приводится в действие цилиндром и фалевой ручкой 8)- удаление ключевого отверствия 63 мм  ход ригелей 30 мм  диаметр ригеля 18 мм - ход тя;;Mottura;Замок;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/427;66,900;EUR;шт
Mottura Art. 8597ELED8T Замок 4-риг c электронной защ.;22305;Заказной;Оцинкованный;8597ELED8T;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/10273;180,150;EUR;шт
Mottura Art. 8597ELES8Q Замок 4-риг c электронной защ.;40996;Заказной;Нержавеющая сталь;8597ELES8Q;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/9083;180,150;EUR;шт
Mottura Art. 8597ELES8T Замок 4-риг c электронной защ.;20997;Заказной;Оцинкованный;8597ELES8T;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/8798;180,150;EUR;шт
Mottura Art. 85983D28N Замок 5-риг, под цилиндр, под тяги;10762;Заказной;Оцинкованный;85983D28N;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/428;84,650;EUR;шт
Mottura Art. 85983D28Q Замок 5-риг, под цилиндр, под тяги;25243;Заказной;Оцинкованный;85983D28Q;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/10298;71,550;EUR;шт
Mottura Art. 86510 Замок+ручка на аварийный выход;6703;Заказной;Оцинкованный;86510;"<p style=""text-align: justify;""><strong>Замок для вхідних дверей Mottura 86510</strong>&amp;nbsp;- це основний врізний замок призначений для встановлення у вхідні протипожежні двері з високою прохідністю. Засув із двох циліндричних ригелів діаметром 18 мм, з максимальним вильотом 30 мм. Замок відрізняється наявністю функції «антипаніка»: для аварійного або швидкого відкриття замку зсередини досить просто натиснути на ручку у вигляді штанги і двері будуть відчинені для вільного проходу. Другою перевагою механізмів оснащених системою «GORILLA» є замикання замка: зовні - від ключа циліндрового механізму, зсередини - використовуючи ручку, її необхідно підняти вгору під кутом 45'. Циліндровий механізм може бути використаний будь-якої таємності за класом євро. Головна і невід'ємна перевага замку Mottura антипаніка, що він може відкриватися і замикатися з нутрії, без використання ключів, за допомогою тільки натискної ручки. </p>

<p>&amp;nbsp;</p>

<p><strong>Комплектація:</strong><br> замок<br> набір для кріплення рукоятки<br> червона рукоятка для дверей шириною до 1300мм.</p>

<p>&amp;nbsp;</p>

<p style=""text-align: justify;""><strong>Поради щодо догляду.</strong> Щоб уникнути поломки або заклинювання дверного замка за ним необхідно правильно доглядати, адже в ньому може накопичуватися пил і бруд. Тому замки на дверях у квартири потрібно змащувати щонайменше один раз на рік, а у разі підвищеного навантаження до 4-х. Найбільш рекомендовано в цьому випадку використовувати засоби догляду за замками від виробника, які будуть спеціально призначені саме для даного типу замку.</p>

<p>&amp;nbsp;</p>

<p style=""text-align: justify;""><strong>Замки для вхідних дверей Mottura</strong> - це надійні та якісні італійські замки, перевірені часом і позитивно зарекомендували себе серед професіоналів та споживачів.</p>";;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/429;382,100;EUR;шт
Mottura Art. 8779528B DX замок 4-х ригельный,с защёлкой и задвижкой с аварийным открыванием;66751;в наличии;Никель матовый;87795D800B;;;;Mottura;Замок;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;;177,300;EUR;шт
Mottura Art. 8779528B SX замок 4-х ригельный,с защёлкой и задвижкой с аварийным открыванием;66750;в наличии;Никель матовый;87795S800B;;;;Mottura;Замок;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;;177,300;EUR;шт
Mottura Art. 8797628B DX Замок 4-риг c защ., под цилиндр, под тяги с аварийным открыванием;66753;в наличии;Никель матовый;87976R8B0B;;;;Mottura;Замок;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;;123,650;EUR;шт
Mottura Art. 8797628B SX Замок 4-риг c защ., под цилиндр, под тяги с аварийным открыванием;66752;в наличии;Никель матовый;87976L8B0B;;;;Mottura;Замок;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;Врезной;;;;123,650;EUR;шт
Mottura Art. DP25170000 Замок 3-риг.;56744;в наличии;Никель матовый;DP25170000;"Замок Mottura DP2517 – сувальдний замок дверей, захищений марганцевою пластиною. Легкий у користуванні та встановленні. Має одну точку замикання. Оздоблення з цинку. У комплекті є п'ять ключів. Три ригелі з вильотом до 36 мм. Кріпиться за допомогою врізання замка у двері. Ідеально підходить для встановлення в легкі двері або важкі сталеві двері в ролі другого замку. Конструкція замку обладнана захистом від розтину: «проворотом – свертишем». точку замикання три ригелі з вильотом до 36 мм;

Легкий у використанні та встановленні;
Бексет – 60 мм; ;
Діаметр ригелів – 16 мм;
Розміри корпусу замку – 140х110 мм;";;;Mottura;Замок,ответ.планка,5 кл;;Замки Mottura;;Италия;Врезной;Сувальдный;;https://b2b.polyserv.com.ua/catalog/3948;33,900;EUR;шт
Mottura Art. DP58170000 Замок 3-риг под цилиндр;64667;в наличии;Никель матовый;DP58170000;;;;Mottura;Замок,ответ.планка,винт,8 саморезов;;Замки Mottura;;Италия;Врезной;Под цилиндр;;https://b2b.polyserv.com.ua/catalog/7177;18,000;EUR;шт
Mottura Art. DP58171000 Замок 3-риг с защ.;56743;в наличии;Никель матовый;DP58171000;"Дверна фурнітура італійського виробника MOTTURA є однією з найкращих за співвідношенням ціна/якість. Дана модель - це 3-х ригельний основний врізний замок, який встановлюється на вхідні металеві двері. Повний вихід ригелів складає 34,5 мм. Керується ручками та серцевиною стандарту EURO DIN. Вона в комплект не входить і докуповується окремо, залежно від ваших потреб. Завдяки реверсивному язичку підходить як для ліво, так і правосторонніх дверей. Замок має отвори для кріплення протектора на серцевину та стяжних гвинтів ручок на розетці.

особливості:
Встановлюється на металеві вхідні двері.
Керується ручкою та серцевиною стандарту Euro DIN.
Лицьова планка – нікель матовий.
Наскрізні отвори для встановлення захисного протектора на серцевину.
Наскрізні отвори для стяжних гвинтів ручок на розетці.
Три сталеві ригелі діаметром Ø 16 мм.
Вихід ригелів – 34,5 мм.
Корпус замку взаємозамінний з іншими замками серії: MUL-T-LOCK 354M, CLASS 252RL, APECS 252.
Країна виробник - Італія.";;;Mottura;Замок,ответ.планка;;Замки Mottura;Механизм замка;Италия;Врезной;Под цилиндр;;https://b2b.polyserv.com.ua/catalog/3947;22,000;EUR;шт
Mottura Art. 38600DX Замок накладной 5-риг под цилиндр;6819;Заказной;Коричневый;38600DX;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/358;88,400;EUR;шт
Mottura Art. 87.977...B Замок врезной, 4-риг., под цил. DX;33879;Заказной;Оцинкованный;87.977...B DX;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/9393;111,600;EUR;шт
Mottura Art. 87.977...B Замок врезной, 4-риг., под цил. SX;33880;Заказной;Оцинкованный;87.977...B SX;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка кл (цилиндрический);Италия;;;;https://b2b.polyserv.com.ua/catalog/9394;111,600;EUR;шт
Mottura Art. 96246 механизм дополнительный;20414;Заказной;Оцинкованный;96246;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка;Италия;;;;https://b2b.polyserv.com.ua/catalog/8699;34,700;EUR;шт
Mottura Art. 96253 механизм распределительный 5-титочечный;20413;Заказной;Оцинкованный;96253;;;;Mottura;;Замки входные;Замки Mottura;Механизм замка;Италия;;;;https://b2b.polyserv.com.ua/catalog/8698;32,100;EUR;шт
Mottura Art. 92C39D3 заготовка ключа к цилиндру серии C39;62223;Заказной;Коричневый;92C39D3;;;;Mottura;заготовка ключа;;Цилиндры Mottura;Цилиндр;Италия;Настольный;;;;22,900;EUR;шт
Mottura Art. C39D415101 Цилиндр 41*51 кл мат никель 5кл.;57812;Заказной;Никель матовый;C39D415101;"<p><strong></strong><strong>Циліндр дверний Mottura C39D415101 41/51 мм, лазерний ключ</strong></p>

<p>Високий рівень безпеки, захист від зломів, надійність перевірена в роботі – це циліндри від бренду Mottura. Модель циліндра Mottura C39 передбачає одночасно декілька систем захисту, які зводять до нуля можливість несанкціонованого відкривання замка.</p>

<ul> 

<li>Ключ з ергономічною головкою;</li> 

<li>Захист ключового отвору від свердління;</li> 

<li>Захист корпусу циліндра від свердління;</li> 

<li>Магнітний кодований пін та контр піни;</li> 

<li>Запатентовані “математичні” піни для захисту ключа;</li> 

<li>Заглушки на кодованих пінах.</li> 

</ul>

<p>Система захисту ключа представляє запатентоване рішення, профіль і магнітна вставка запобігають його дублюванню. Копію ключа можна зробити виключно в офіційних сервісних центрах Mottura, попередньо надавши карту власника, яка передбачена в комплекті. Захист від висвердлювання моделі С39 забезпечують стержні з високоякісної міцної сталі, які розташовані в корпусі циліндра. Заглушки на кодованих пінах також захищають їх від висвердлювання. Сталеві кодувальні піни та контр піни, а також магнітна система, протистоять бампінгу і спробам відкрити запірний механізм відмичками. При здійсненні спроб відкрити замок відмичкою або іншим ключем, система циліндра блокується.</p>

<p>Для запобігання вибивання або зламу циліндра в моделі передбачена система контрольованого зламу. Передня частина циліндра бере на себе удар і ламається по лінії, блокуючи доступ до циліндра, інша частина циліндра та пінів залишаються в повній працездатності їх все ще можна відкрити основним ключем.</p>

<p>Характеристики:</p>

<ul> 

<li>Матеріал – латунь;</li> 

<li>Принцип кріплення – врізний;</li> 

<li>Колір – матовий нікель;</li> 

<li>Довжина циліндра – 41*51;</li> 

<li>100% італійська якість.</li> 

</ul>

<p>Циліндри Mottura – це сучасна та непохитна гарантія безпеки. У комплекті з циліндром передбачені ключі у кількості п'яти штук, гвинт для кріплення циліндра та персональна карта власника.</p>";;41*51;Mottura;Цилиндр,винт,5 кл;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/4185;188,700;EUR;шт
Mottura Art. C39D464601 Цилиндр 46*46 кл мат никель 5кл;57814;Заказной;Никель матовый;C39D464601;;;46*46;Mottura;Цилиндр,винт,5 кл;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/4187;188,700;EUR;шт
Mottura Art. C39D515101 Цилиндр 51*51 кл мат никель 5кл.;57813;Заказной;Никель матовый;C39D515101;"<p><strong></strong><strong>Циліндр дверний Mottura C39D515101 51/51 мм, лазерний ключ</strong></p>

<p>Високий рівень безпеки, захист від зломів, надійність перевірена в роботі – це циліндри від бренду Mottura. Модель циліндра Mottura C39 передбачає одночасно декілька систем захисту, які зводять до нуля можливість несанкціонованого відкривання замка.</p>

<ul> 

<li>Ключ з ергономічною головкою;</li> 

<li>Захист ключового отвору від свердління;</li> 

<li>Захист корпусу циліндра від свердління;</li> 

<li>Магнітний кодований пін та контр піни;</li> 

<li>Запатентовані “математичні” піни для захисту ключа;</li> 

<li>Заглушки на кодованих пінах.</li> 

</ul>

<p>Система захисту ключа представляє запатентоване рішення, профіль і магнітна вставка запобігають його дублюванню. Копію ключа можна зробити виключно в офіційних сервісних центрах Mottura, попередньо надавши карту власника, яка передбачена в комплекті. Захист від висвердлювання моделі С39 забезпечують стержні з високоякісної міцної сталі, які розташовані в корпусі циліндра. Заглушки на кодованих пінах також захищають їх від висвердлювання. Сталеві кодувальні піни та контр піни, а також магнітна система, протистоять бампінгу і спробам відкрити запірний механізм відмичками. При здійсненні спроб відкрити замок відмичкою або іншим ключем, система циліндра блокується.</p>

<p>Для запобігання вибивання або зламу циліндра в моделі передбачена система контрольованого зламу. Передня частина циліндра бере на себе удар і ламається по лінії, блокуючи доступ до циліндра, інша частина циліндра та пінів залишаються в повній працездатності їх все ще можна відкрити основним ключем.</p>

<p>Характеристики:</p>

<ul> 

<li>Матеріал – латунь;</li> 

<li>Принцип кріплення – врізний;</li> 

<li>Колір – матовий нікель;</li> 

<li>Довжина циліндра – 51*51;</li> 

<li>100% італійська якість.</li> 

</ul>

<p>Циліндри Mottura – це сучасна та непохитна гарантія безпеки. У комплекті з циліндром передбачені ключі у кількості п'яти штук, гвинт для кріплення циліндра та персональна карта власника.</p>";;51*51;Mottura;Цилиндр,винт,5 кл;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/4186;212,500;EUR;шт
Mottura Art. C39F415101 Цилиндр 41*51 кл под пов. мат никель 5кл.;57808;в наличии;Никель матовый;C39F415101;"<p><strong></strong><strong>Циліндр дверний Mottura C39F415101 41/51 мм, лазерний ключ, 5 ключів, нікель матовий</strong></p>

<p>Високий рівень безпеки, захист від зломів, надійність перевірена в роботі - це циліндри від бренду Mottura. Модель циліндра Mottura C39 передбачає одночасно декілька систем захисту, які зводять до нуля можливість несанкціонованого відкривання замка.</p>

<ul> 

<li>Ключ з ергономічною головкою;</li> 

<li>Захист ключового отвору від свердління;</li> 

<li>Захист корпусу циліндра від свердління;</li> 

<li>Магнітний кодований пін та контр піни;</li> 

<li>Запатентовані “математичні” піни для захисту ключа;</li> 

<li>Заглушки на кодованих пінах.</li> 

</ul>

<p>Система захисту ключа представляє запатентоване рішення, профіль і магнітна вставка запобігають його дублюванню. Копію ключа можна зробити виключно в офіційних сервісних центрах Mottura, попередньо надавши карту власника, яка передбачена в комплекті. Захист від висвердлювання моделі С39 забезпечують стержні з високоякісної міцної сталі, які розташовані в корпусі циліндра. Заглушки на кодованих пінах також захищають їх від висвердлювання. Сталеві кодувальні піни та контр піни, а також магнітна система, протистоять бампінгу і спробам відкрити запірний механізм відмичками. При здійсненні спроб відкрити замок відмичкою або іншим ключем, система циліндра блокується.</p>

<p>Для запобігання вибивання або зламу циліндра в моделі передбачена система контрольованого зламу. Передня частина циліндра бере на себе удар і ламається по лінії, блокуючи доступ до циліндра, інша частина циліндра та пінів залишаються в повній працездатності їх все ще можна відкрити основним ключем.</p>

<p>Характеристики:</p>

<ul> 

<li>Матеріал – латунь;</li> 

<li>Принцип кріплення – врізний;</li> 

<li>Колір – матовий нікель;</li> 

<li>Довжина циліндра – Р41*51;</li> 

<li>100% італійська якість.</li> 

</ul>

<p>Циліндри Mottura – це сучасна та непохитна гарантія безпеки. У комплекті з циліндром передбачені ключі у кількості п'яти штук, гвинт для кріплення циліндра та персональна карта власника.</p>";;P41*51;Mottura;Цилиндр со штоком,винт,5 кл;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/4181;182,400;EUR;шт
Mottura Art. C39F464601 Цилиндр 46*46 кл под пов. мат никель 5кл.;57811;в наличии;Никель матовый;C39F464601;"<p><strong>Циліндр дверний Mottura C39F464601 46/46 мм, лазерний ключ, під поворотну ручку, 5 ключів, нікель матовий.</strong><br></p>

<p>Циліндр з запатентованим механізмом безпечності, виготовлений з матеріалу латунь.</p>

<p>Сталеві стержні в корпусі циліндра та заглушки з твердого матеріалу, зберігають циліндр від свердління. Циліндр має п’ять кодувальних пінів з загартованої сталі, котрі захищають механізм від відмичок, а наявність магнітного піна та магніту на самому ключеві, зводять можливість бампінга та копіювання до нуля.</p>

<p>Характеристики Mottura C39F464601:</p>

<ul> 

<li>Матеріал корпуса – латунь;</li> 

<li>Тип встановлення – врізний;</li> 

<li>Колір – матовий нікель;</li> 

<li>Ключ/поворотна ручка;</li> 

<li>Довжина циліндра – Р46х46;</li> 

<li>Глибина – 110;</li> 

<li>Ширина – 33. </li> 

</ul>

<p>В комплекті передбачено ключі, гвинт для кріплення та картка власника, без якої виготовлення копії ключа неможливе.</p>

<p></p>";;P46*46;Mottura;Цилиндр со штоком,винт,5 кл;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/4184;182,400;EUR;шт
Mottura Art. C39F514101 Цилиндр 51*41 кл под пов. мат никель 5кл.;57809;в наличии;Никель матовый;C39F514101;"<p><strong></strong><strong>Циліндр дверний Mottura C39F514101 51/41 мм, лазерний ключ</strong></p>

<p>Високий рівень безпеки, захист від зломів, надійність перевірена в роботі - це циліндри від бренду Mottura. Модель циліндра Mottura C39 передбачає одночасно декілька систем захисту, які зводять до нуля можливість несанкціонованого відкривання замка.</p>

<ul> 

<li>Ключ з ергономічною головкою;</li> 

<li>Захист ключового отвору від свердління;</li> 

<li>Захист корпусу циліндра від свердління;</li> 

<li>Магнітний кодований пін та контр піни;</li> 

<li>Запатентовані “математичні” піни для захисту ключа;</li> 

<li>Заглушки на кодованих пінах.</li> 

</ul>

<p>Система захисту ключа представляє запатентоване рішення, профіль і магнітна вставка запобігають його дублюванню. Копію ключа можна зробити виключно в офіційних сервісних центрах Mottura, попередньо надавши карту власника, яка передбачена в комплекті. Захист від висвердлювання моделі С39 забезпечують стержні з високоякісної міцної сталі, які розташовані в корпусі циліндра. Заглушки на кодованих пінах також захищають їх від висвердлювання. Сталеві кодувальні піни та контр піни, а також магнітна система, протистоять бампінгу і спробам відкрити запірний механізм відмичками. При здійсненні спроб відкрити замок відмичкою або іншим ключем, система циліндра блокується.</p>

<p>Для запобігання вибивання або зламу циліндра в моделі передбачена система контрольованого зламу. Передня частина циліндра бере на себе удар і ламається по лінії, блокуючи доступ до циліндра, інша частина циліндра та пінів залишаються в повній працездатності їх все ще можна відкрити основним ключем.</p>

<p>Характеристики:</p>

<ul> 

<li>Матеріал – латунь;</li> 

<li>Принцип кріплення – врізний;</li> 

<li>Колір – матовий нікель;</li> 

<li>Довжина циліндра – Р51*41;</li> 

<li>100% італійська якість.</li> 

</ul>

<p>Циліндри Mottura – це сучасна та непохитна гарантія безпеки. У комплекті з циліндром передбачені ключі у кількості п'яти штук, гвинт для кріплення циліндра та персональна карта власника.</p>";;P51*41;Mottura;Цилиндр со штоком,винт,5 кл;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/4182;182,400;EUR;шт
Mottura Art. C39F515101 Цилиндр 51*51 кл под пов. мат никель 5кл.;57810;в наличии;Никель матовый;C39F515101;"<p><strong>Циліндр дверний Mottura C39F515101 51/51 мм, лазерний ключ, під поворотна ручка, 5 ключів, нікель матовий.</strong><br></p>

<p>Циліндр з запатентованим механізмом безпечності, виготовлений з матеріалу латунь.</p>

<p>Сталеві стержні в корпусі циліндра та заглушки з твердого матеріалу, зберігають циліндр від свердління. Циліндр має п’ять кодувальних пінів з загартованої сталі, котрі захищають механізм від відмичок, а наявність магнітного піна та магніту на самому ключеві, зводять можливість бампінга та копіювання до нуля.</p>

<p>Характеристики Mottura C39F515101:</p>

<ul> 

<li>Матеріал корпуса – латунь;</li> 

<li>Тип встановлення – врізний;</li> 

<li>Колір – матовий нікель;</li> 

<li>Ключ/поворотна ручка;</li> 

<li>Довжина циліндра – Р51х51;</li> 

<li>Глибина – 120;</li> 

<li>Ширина – 33. </li> 

</ul>

<p>В комплекті передбачено ключі, гвинт для кріплення та кодову картку, без якої не можливо провести копіювання ключа.</p>

<p></p>";;P51*51;Mottura;Цилиндр со штоком,винт,5 кл;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/4183;206,100;EUR;шт
Mottura Art. C39P413101C5 Цилиндр 41*31 кл под пов. мат никель 5кл.;62158;в наличии;Никель матовый;C39P413101C5;;;41*31P;Mottura;Цилиндр со штоком,5 кл,винт;;Цилиндры Mottura;;Италия;Врезной;;;;197,800;EUR;шт
Mottura Art. C39P513101C5 Цилиндр 51*31 кл под пов. мат никель 5кл.;62159;в наличии;Никель матовый;Art.C39P513101C5;;;51*31P;Mottura;Цилиндр со штоком,5 кл.винт;;Цилиндры Mottura;;Италия;Врезной;;;;214,450;EUR;шт
Mottura Art. 95500CRN Колпачек к цилиндру C3D, хром;62441;Заказной;Хром полированный;95500CRN;;;;Mottura;Колпачек;;Цилиндры Mottura;;Италия;Накладной;;;https://b2b.polyserv.com.ua/catalog/16942;20,450;EUR;шт
Mottura Art. 95500CSN Колпачек к цилиндру C3D, мат хром;62442;в наличии;Хром матовый;95500CSN;;;;Mottura;Колпачек;;Цилиндры Mottura;;Италия;Накладной;;;https://b2b.polyserv.com.ua/catalog/16943;20,450;EUR;шт
Mottura Art. 95500NN Колпачек к цилиндру C3D, черный;62443;Заказной;Черный матовый;95500NN;;;;Mottura;Колпачек;;Цилиндры Mottura;;Италия;Накладной;;;https://b2b.polyserv.com.ua/catalog/16944;20,450;EUR;шт
Mottura Art. C3DP4631CR Цилиндр 46*31 кл/шток хром 5кл.;62161;Заказной;Хром полированный;Art.C3DP4631CR;;;;Mottura;Цилиндр со штоком и броненакладкой,5 кл.винт;;Цилиндры Mottura;;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/16930;376,400;EUR;шт
Mottura Art. C3DP4631NO Цилиндр 46*31 кл/шток черный 5кл.;62163;Заказной;Черный;Art.C3DP4631NO;;;;Mottura;Цилиндр со штоком и броненакладкой,5 кл.винт;;Цилиндры Mottura;;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/16932;376,400;EUR;шт
Mottura Art. C3DP4631SC Цилиндр 46*31 кл/шток мат хром 5кл.;62162;Заказной;Хром матовый;Art.C3DP4631SC;;;;Mottura;Цилиндр со штоком и броненакладкой,5 кл.винт;;Цилиндры Mottura;;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/16931;376,400;EUR;шт
Mottura Art. C3DP513100 Цилиндр 51*31 кл/шток 5кл. (без колпачка);62439;в наличии;Никель;C3DP513100;;;;Mottura;Цилиндр;;Цилиндры Mottura;;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/16940;369,300;EUR;шт
Mottura Art. C3DP5131CR Цилиндр 51*31 кл/шток хром 5кл.;62164;Заказной;Хром полированный;Art.C3DP5131CR;;;;Mottura;Цилиндр со штоком и броненакладкой,5 кл.винт;;Цилиндры Mottura;;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/16933;389,700;EUR;шт
Mottura Art. C3DP5131NO Цилиндр 51*31 кл/шток черный 5кл.;62166;в наличии;Черный;Art.C3DP5131NO;;;;Mottura;Цилиндр со штоком и броненакладкой,5 кл.винт;;Цилиндры Mottura;;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/16935;389,700;EUR;шт
Mottura Art. C3DP5131SC Цилиндр 51*31 кл/шток мат хром 5кл.;62165;в наличии;Хром матовый;Art.C3DP5131SC;;;;Mottura;Цилиндр со штоком и броненакладкой,5 кл.винт;;Цилиндры Mottura;;Италия;Врезной;;;;389,700;EUR;шт
Mottura Art. C3DP613100 Цилиндр 61*31 кл/шток 5кл. (без колпачка);62440;Заказной;Никель;C3DP613100;;;;Mottura;Цилиндр;;Цилиндры Mottura;;Италия;Врезной;;;https://b2b.polyserv.com.ua/catalog/16941;386,900;EUR;шт
Mottura Art. C3DP6131CR Цилиндр 61*31 кл/шток хром 5кл.;62200;в наличии;Хром полированный;Art.C3DP6131CR;;;;Mottura;;;Цилиндры Mottura;;Италия;;;;;407,300;EUR;шт
Mottura Art. C3DP6131NO Цилиндр 61*31 кл/шток черный 5кл.;62201;в наличии;Черный;Art.C3DP6131NO;;;;Mottura;;;Цилиндры Mottura;;Италия;;;;;407,300;EUR;шт
Mottura Art. C3DP6131SC Цилиндр 61*31 кл/шток мат хром 5кл.;62202;в наличии;Хром матовый;Art.C3DP6131SC;;;;Mottura;;;Цилиндры Mottura;;Италия;;;;;407,300;EUR;шт
Mottura Art. C55D415101 Цилиндр 41*51 кл мат никель 5кл.;62834;Заказной;Никель матовый;C55D415101;;;41*51;Mottura;Цилиндр;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;Ключ/Ключ;https://b2b.polyserv.com.ua/catalog/5873;307,850;EUR;шт
Mottura Art. C55D464601 Цилиндр 46*46 кл мат никель 5кл;62835;Заказной;Никель матовый;C55D464601;;;46*46;Mottura;Цилиндр;;Цилиндры Mottura;Цилиндр;Италия;Врезной;;Ключ/Ключ;https://b2b.polyserv.com.ua/catalog/5874;307,850;EUR;шт
